Date,Price,Open,High,Low,Chg%
21-Sep-15,26345,26487,26547,26290,-0.47%
18-Sep-15,26469,26350,26590,26313,1.15%
17-Sep-15,26168,26208,26248,26136,-0.47%
16-Sep-15,26291,25993,26350,25965,1.20%
15-Sep-15,25980,26068,26088,25940,-0.35%
14-Sep-15,26070,26123,26125,25963,0.40%
11-Sep-15,25967,26179,26200,25900,-0.75%
10-Sep-15,26163,26143,26289,26042,0.41%
09-Sep-15,26057,26449,26472,25984,-1.39%
08-Sep-15,26424,26499,26518,26386,-0.29%
07-Sep-15,26500,26580,26607,26462,-0.12%
04-Sep-15,26532,26422,26683,26402,0.52%
03-Sep-15,26394,26622,26636,26326,-0.88%
02-Sep-15,26629,26800,26843,26609,-0.76%
01-Sep-15,26833,26770,27017,26753,0.57%
31-Aug-15,26682,26673,26750,26523,0.22%
28-Aug-15,26623,26490,26750,26381,1.31%
27-Aug-15,26278,26400,26449,26169,-0.73%
26-Aug-15,26471,26712,26825,26225,-1.01%
25-Aug-15,26740,27300,27345,26662,-2.58%
24-Aug-15,27448,27300,27833,27213,0.77%
21-Aug-15,27239,27145,27330,26851,1.45%
20-Aug-15,26849,26200,26874,26200,2.49%
19-Aug-15,26196,25977,26239,25919,0.72%
18-Aug-15,26008,26059,26075,25855,-0.09%
17-Aug-15,26032,25880,26087,25880,1.02%
14-Aug-15,25768,25825,25938,25740,-0.49%
13-Aug-15,25895,25882,25995,25835,-0.46%
12-Aug-15,26014,25600,26034,25580,2.31%
11-Aug-15,25426,25150,25529,25105,1.21%
10-Aug-15,25122,24885,25199,24876,0.91%
07-Aug-15,24895,24767,24985,24710,0.43%
06-Aug-15,24788,24675,24849,24656,0.78%
05-Aug-15,24597,24535,24706,24500,-0.32%
04-Aug-15,24675,24610,24701,24570,-0.35%
03-Aug-15,24761,24818,24820,24710,-0.21%
31-Jul-15,24813,24668,24892,24535,0.38%
30-Jul-15,24718,24737,24835,24565,-0.01%
29-Jul-15,24720,24778,24835,24691,-0.13%
28-Jul-15,24752,24799,24869,24701,-0.59%
27-Jul-15,24899,24830,25018,24756,0.68%
24-Jul-15,24731,24559,24821,24451,-0.01%
23-Jul-15,24734,24780,24910,24702,0.23%
22-Jul-15,24677,24811,24811,24572,-0.88%
21-Jul-15,24897,24961,25030,24865,-0.55%
20-Jul-15,25034,25475,25475,24904,-1.82%
17-Jul-15,25498,25733,25756,25461,-1.06%
16-Jul-15,25771,25810,25810,25710,-0.29%
15-Jul-15,25847,25953,25970,25764,-0.31%
14-Jul-15,25927,26025,26034,25908,-0.37%
13-Jul-15,26024,26115,26115,25937,-0.13%
10-Jul-15,26058,26088,26158,26017,-0.02%
09-Jul-15,26064,26202,26242,26040,-0.57%
08-Jul-15,26213,26008,26248,25871,0.70%
07-Jul-15,26032,26276,26285,25883,-1.12%
06-Jul-15,26328,26369,26375,26187,-0.09%
03-Jul-15,26352,26244,26387,26217,0.60%
02-Jul-15,26195,26380,26380,26130,-0.82%
01-Jul-15,26411,26531,26531,26391,-0.23%
30-Jun-15,26471,26625,26635,26390,-0.75%
29-Jun-15,26671,26590,26868,26590,0.55%
26-Jun-15,26524,26538,26589,26412,0.15%
25-Jun-15,26485,26570,26614,26460,-0.18%
24-Jun-15,26533,26619,26670,26480,-0.24%
23-Jun-15,26597,26770,26800,26583,-0.39%
22-Jun-15,26702,27039,27039,26681,-1.40%
19-Jun-15,27081,27138,27187,27025,-0.28%
18-Jun-15,27156,26939,27245,26909,1.03%
17-Jun-15,26880,26919,26920,26803,-0.28%
16-Jun-15,26956,27011,27069,26869,-0.27%
15-Jun-15,27029,26935,27092,26738,0.50%
12-Jun-15,26894,26904,26975,26840,0.01%
11-Jun-15,26892,26958,26970,26790,-0.29%
10-Jun-15,26971,26865,27072,26837,0.38%
09-Jun-15,26868,26822,26926,26770,0.27%
08-Jun-15,26795,26780,26840,26725,0.90%
05-Jun-15,26555,26610,26798,26350,-0.23%
04-Jun-15,26617,26850,26850,26517,-0.71%
03-Jun-15,26808,26893,26900,26550,-0.16%
02-Jun-15,26850,26641,26900,26641,0.59%
01-Jun-15,26692,26831,26984,26666,-0.63%
29-May-15,26860,26875,26925,26780,0.00%
28-May-15,26861,26860,26916,26712,-0.06%
27-May-15,26877,26957,26975,26835,-0.06%
26-May-15,26892,27140,27195,26862,-0.99%
25-May-15,27161,27096,27175,27082,0.29%
22-May-15,27082,27159,27297,27053,-0.10%
21-May-15,27108,27278,27318,27089,-0.65%
20-May-15,27284,27260,27364,27186,-0.04%
19-May-15,27296,27580,27580,27258,-1.16%
18-May-15,27617,27519,27685,27505,0.56%
15-May-15,27463,27400,27480,27246,0.11%
14-May-15,27434,27450,27595,27370,-0.34%
13-May-15,27528,27110,27568,27051,1.33%
12-May-15,27167,26860,27241,26860,1.22%
11-May-15,26839,26913,26952,26778,-0.19%
08-May-15,26889,26912,27014,26821,-0.17%
07-May-15,26934,26912,27040,26845,0.09%
06-May-15,26911,26950,27054,26813,0.12%
05-May-15,26880,26836,27020,26776,0.04%
04-May-15,26868,26697,26959,26697,0.87%
01-May-15,26636,26660,26689,26490,-0.30%
30-Apr-15,26716,27160,27279,26655,-1.92%
29-Apr-15,27238,27123,27274,27064,0.18%
28-Apr-15,27190,27070,27212,26970,0.40%
27-Apr-15,27083,26771,27135,26707,1.43%
24-Apr-15,26701,26867,26959,26630,-0.74%
23-Apr-15,26900,26640,26917,26635,1.04%
22-Apr-15,26624,26853,26960,26606,-1.16%
21-Apr-15,26936,26880,26950,26753,0.37%
20-Apr-15,26837,26845,26967,26768,0.09%
17-Apr-15,26812,26617,26840,26617,0.63%
16-Apr-15,26645,26710,26845,26568,-0.34%
15-Apr-15,26737,26532,26765,26476,0.73%
14-Apr-15,26544,26622,26622,26387,-0.58%
13-Apr-15,26699,26760,26815,26629,-0.31%
10-Apr-15,26781,26577,26840,26534,0.98%
09-Apr-15,26521,26700,26700,26462,-0.89%
08-Apr-15,26760,26880,26929,26671,-0.43%
07-Apr-15,26875,26980,26980,26852,-0.45%
06-Apr-15,26997,26645,27095,26645,1.50%
03-Apr-15,26597,26597,26597,26597,0.49%
01-Apr-15,26466,26295,26520,26145,1.00%
31-Mar-15,26204,26208,26344,26156,-0.25%
30-Mar-15,26270,26430,26459,26235,-1.13%
27-Mar-15,26569,26675,26758,26387,-0.87%
26-Mar-15,26801,26590,26988,26562,1.20%
25-Mar-15,26483,26280,26498,26212,0.50%
24-Mar-15,26351,26169,26389,26135,0.58%
23-Mar-15,26198,26162,26220,26080,0.06%
20-Mar-15,26182,25980,26236,25900,0.85%
19-Mar-15,25962,25740,25997,25740,1.27%
18-Mar-15,25637,25631,25697,25500,0.08%
17-Mar-15,25617,25721,25830,25521,-0.64%
16-Mar-15,25783,25875,25941,25706,-0.50%
14-Mar-15,25912,25912,25912,25912,0.08%
13-Mar-15,25890,25720,25918,25720,0.92%
12-Mar-15,25655,25660,25860,25562,-0.12%
11-Mar-15,25685,25950,25950,25653,-0.90%
10-Mar-15,25919,25962,26079,25780,-0.40%
09-Mar-15,26024,26073,26129,26001,0.05%
06-Mar-15,26012,26460,26484,25982,-1.78%
05-Mar-15,26484,26565,26627,26435,-0.24%
04-Mar-15,26547,26411,26579,26409,0.45%
03-Mar-15,26427,26500,26590,26380,-0.31%
02-Mar-15,26510,26600,26769,26500,0.12%
28-Feb-15,26477,26166,26515,26069,0.95%
27-Feb-15,26227,26240,26335,26105,0.04%
26-Feb-15,26216,26245,26370,26175,0.36%
25-Feb-15,26123,26079,26319,26079,0.25%
24-Feb-15,26059,26228,26259,25976,-0.36%
23-Feb-15,26153,26228,26321,25955,-0.48%
21-Feb-15,26279,26279,26279,26279,0.01%
20-Feb-15,26277,26260,26399,26151,0.04%
19-Feb-15,26266,26245,26510,26234,0.49%
18-Feb-15,26137,26244,26346,26070,-0.31%
17-Feb-15,26219,26650,26650,26182,-1.82%
16-Feb-15,26704,26720,26870,26680,0.05%
13-Feb-15,26691,26606,26787,26598,0.65%
12-Feb-15,26519,26609,26800,26508,-0.55%
11-Feb-15,26665,26874,26910,26621,-0.71%
10-Feb-15,26856,26963,26985,26811,-0.33%
09-Feb-15,26944,26927,26990,26832,0.53%
06-Feb-15,26802,27345,27440,26681,-5.21%
05-Feb-15,28276,27875,28500,27605,1.97%
04-Feb-15,27729,27560,27815,27500,0.84%
03-Feb-15,27498,27721,28019,27450,-1.23%
02-Feb-15,27840,27946,28020,27723,-0.20%
30-Jan-15,27895,27452,28178,27424,1.74%
29-Jan-15,27419,27729,27819,27382,-1.22%
28-Jan-15,27759,27865,27935,27735,-0.51%
27-Jan-15,27902,27765,27988,27569,0.03%
25-Jan-15,27895,27895,27895,27895,0.11%
23-Jan-15,27864,28010,28090,27791,-0.61%
22-Jan-15,28036,27941,28236,27751,0.21%
21-Jan-15,27977,28049,28271,27811,-0.38%
20-Jan-15,28085,27730,28140,27730,1.39%
19-Jan-15,27700,27650,27770,27623,0.36%
17-Jan-15,27600,27600,27600,27600,-0.20%
16-Jan-15,27654,27525,27790,27386,0.59%
15-Jan-15,27492,27066,27546,26706,1.07%
14-Jan-15,27201,27020,27260,26901,0.54%
13-Jan-15,27055,27145,27262,27005,0.09%
12-Jan-15,27030,26875,27114,26825,0.86%
09-Jan-15,26800,26778,26887,26668,0.00%
08-Jan-15,26801,27125,27125,26760,-1.33%
07-Jan-15,27161,27348,27360,27120,-0.85%
06-Jan-15,27394,27100,27449,27083,1.32%
05-Jan-15,27038,26815,27079,26736,1.15%
02-Jan-15,26730,26740,26855,26351,0.12%
01-Jan-15,26699,26691,26755,26670,-0.01%
31-Dec-14,26703,27030,27055,26617,-1.28%
30-Dec-14,27049,26845,27220,26660,1.06%
29-Dec-14,26764,27031,27070,26725,-1.14%
26-Dec-14,27073,26733,27109,26733,1.84%
24-Dec-14,26584,26587,26670,26555,-0.15%
23-Dec-14,26625,26592,26749,26500,0.06%
22-Dec-14,26608,26965,27050,26538,-1.44%
19-Dec-14,26998,26849,27046,26825,0.68%
18-Dec-14,26815,26999,27263,26732,-0.52%
17-Dec-14,26955,27150,27247,26915,-0.88%
16-Dec-14,27194,27225,27796,26986,-0.46%
15-Dec-14,27320,27155,27500,27036,0.41%
12-Dec-14,27209,27265,27288,27026,-0.18%
11-Dec-14,27258,27161,27359,27006,0.25%
10-Dec-14,27191,27161,27340,27061,0.12%
09-Dec-14,27159,26400,27280,26400,3.03%
08-Dec-14,26361,26400,26459,26280,0.88%
05-Dec-14,26132,26253,26404,26050,-0.82%
04-Dec-14,26349,26472,26472,26260,-0.48%
03-Dec-14,26477,26237,26500,26221,1.10%
02-Dec-14,26188,26314,26437,26057,-1.21%
01-Dec-14,26509,25401,26566,25224,2.77%
28-Nov-14,25794,26155,26230,25741,-1.73%
27-Nov-14,26247,26308,26334,26131,-0.44%
26-Nov-14,26362,26363,26417,26293,0.14%
25-Nov-14,26326,26492,26533,26280,-0.58%
24-Nov-14,26480,26402,26540,26402,0.30%
23-Nov-14,26401,26401,26401,26401,0.04%
21-Nov-14,26391,26483,26629,26348,-0.27%
20-Nov-14,26463,26550,26617,26366,-0.93%
19-Nov-14,26711,26575,26833,26057,0.43%
18-Nov-14,26596,26426,26774,26392,1.01%
17-Nov-14,26330,26417,26520,26300,-0.45%
16-Nov-14,26448,26448,26448,26448,-0.07%
14-Nov-14,26466,25826,26531,25585,2.49%
13-Nov-14,25822,25842,25930,25682,0.13%
12-Nov-14,25788,25818,25956,25730,-0.03%
11-Nov-14,25796,25653,25878,25433,0.24%
10-Nov-14,25733,25958,26036,25660,-0.77%
07-Nov-14,25932,25425,25963,25164,1.85%
06-Nov-14,25461,25485,25567,25401,-0.13%
05-Nov-14,25493,25850,25850,25337,-1.81%
04-Nov-14,25963,26069,26187,25910,-0.44%
03-Nov-14,26077,26000,26263,25940,-0.22%
31-Oct-14,26135,26563,26590,25881,-1.76%
30-Oct-14,26603,26990,26990,26562,-1.76%
29-Oct-14,27079,27187,27195,27013,-0.21%
28-Oct-14,27135,27185,27270,27113,-0.29%
27-Oct-14,27214,27168,27238,27130,0.14%
24-Oct-14,27176,27200,27245,27141,0.21%
23-Oct-14,27120,27270,27304,27090,-1.31%
22-Oct-14,27481,27525,27542,27411,-0.26%
21-Oct-14,27554,27473,27640,27462,0.51%
20-Oct-14,27415,27219,27490,27204,0.58%
17-Oct-14,27256,27425,27488,27166,-0.70%
16-Oct-14,27449,27270,27610,27270,0.72%
14-Oct-14,27252,27070,27297,27055,1.04%
13-Oct-14,26972,27022,27246,26940,0.03%
10-Oct-14,26964,26934,27048,26845,0.02%
09-Oct-14,26958,26845,27048,26845,0.83%
08-Oct-14,26737,26830,26995,26705,-0.27%
07-Oct-14,26810,26657,26837,26641,0.33%
06-Oct-14,26721,26504,26748,26472,0.80%
05-Oct-14,26510,26510,26510,26510,0.00%
03-Oct-14,26510,26510,26510,26510,-1.41%
01-Oct-14,26888,27018,27192,26800,-0.89%
30-Sep-14,27129,26901,27172,26792,0.80%
29-Sep-14,26913,26855,27000,26802,0.43%
27-Sep-14,26798,26798,26798,26798,0.02%
26-Sep-14,26793,26920,27135,26753,-0.53%
25-Sep-14,26935,26505,26962,26380,1.45%
24-Sep-14,26549,26672,26740,26528,-0.45%
23-Sep-14,26669,26580,26944,26471,0.30%
22-Sep-14,26588,26464,26650,26313,0.35%
19-Sep-14,26496,26634,26665,26461,-0.61%
18-Sep-14,26659,26845,26845,26560,-0.90%
17-Sep-14,26901,27001,27001,26865,-0.20%
16-Sep-14,26954,27025,27114,26920,-0.17%
15-Sep-14,26999,26937,27117,26911,0.37%
13-Sep-14,26899,26899,26899,26899,0.00%
12-Sep-14,26898,26945,26984,26790,-0.33%
11-Sep-14,26986,27200,27245,26953,-0.71%
10-Sep-14,27179,27334,27429,27142,-0.30%
09-Sep-14,27261,27213,27380,27156,0.21%
08-Sep-14,27204,27431,27480,27105,-0.64%
05-Sep-14,27378,27406,27537,27332,-0.30%
04-Sep-14,27461,27596,27632,27388,-0.40%
03-Sep-14,27570,27569,27620,27368,0.06%
02-Sep-14,27554,27883,27898,27534,-1.36%
01-Sep-14,27934,27958,27967,27907,-0.22%
29-Aug-14,27996,28020,28037,27884,-0.28%
28-Aug-14,28075,27824,28178,27824,1.06%
27-Aug-14,27780,27863,27925,27765,-0.41%
26-Aug-14,27895,27813,28040,27804,0.45%
25-Aug-14,27771,27774,27848,27715,-0.15%
22-Aug-14,27813,27791,27880,27714,0.24%
21-Aug-14,27747,28161,28161,27704,-1.65%
20-Aug-14,28212,28258,28282,28150,-0.14%
19-Aug-14,28252,28321,28360,28204,-0.15%
18-Aug-14,28295,28505,28505,28256,-1.11%
14-Aug-14,28614,28682,28775,28501,-0.26%
13-Aug-14,28688,28640,28750,28587,-0.15%
12-Aug-14,28730,28561,28891,28550,0.34%
11-Aug-14,28633,28569,28693,28528,0.12%
10-Aug-14,28598,28598,28598,28598,-0.02%
08-Aug-14,28604,28845,29085,28566,-0.58%
07-Aug-14,28770,28595,28836,28531,0.48%
06-Aug-14,28633,28175,28717,28175,2.83%
05-Aug-14,27844,27997,28035,27819,-0.25%
04-Aug-14,27915,28035,28099,27866,-0.50%
01-Aug-14,28054,27845,28123,27798,0.85%
31-Jul-14,27818,27805,27956,27752,-0.42%
30-Jul-14,27934,27853,27979,27723,0.24%
29-Jul-14,27866,28000,28090,27825,-0.21%
28-Jul-14,27926,28000,28035,27880,-0.01%
27-Jul-14,27928,27928,27928,27928,-0.04%
25-Jul-14,27938,27661,27965,27651,1.13%
24-Jul-14,27626,27850,27850,27602,-0.92%
23-Jul-14,27882,27924,27995,27852,-0.05%
22-Jul-14,27895,28070,28087,27812,-0.68%
21-Jul-14,28087,28015,28217,27983,0.32%
20-Jul-14,27997,27997,27997,27997,0.01%
18-Jul-14,27993,28158,28179,27917,-0.73%
17-Jul-14,28199,27745,28398,27743,1.89%
16-Jul-14,27676,27667,27735,27583,0.10%
15-Jul-14,27648,27857,27948,27587,-0.41%
14-Jul-14,27762,28221,28304,27726,-1.97%
13-Jul-14,28320,28320,28320,28320,0.00%
12-Jul-14,28320,28320,28320,28320,-0.13%
11-Jul-14,28356,28528,28528,28231,-0.49%
10-Jul-14,28496,27655,28589,27500,3.20%
09-Jul-14,27613,27545,27698,27544,0.34%
08-Jul-14,27519,27507,27629,27381,0.11%
07-Jul-14,27490,27482,27522,27382,-0.24%
04-Jul-14,27557,27487,27595,27451,0.34%
03-Jul-14,27464,27564,27634,27363,-0.72%
02-Jul-14,27663,27799,27800,27532,-0.30%
01-Jul-14,27746,27867,27940,27730,-0.11%
30-Jun-14,27776,27632,27850,27561,0.38%
27-Jun-14,27672,27705,27799,27605,0.02%
26-Jun-14,27667,27703,27748,27490,-0.30%
25-Jun-14,27751,27700,27820,27587,0.07%
24-Jun-14,27731,27641,27870,27585,0.19%
23-Jun-14,27678,27616,27746,27572,0.04%
20-Jun-14,27668,27636,27820,27468,0.21%
19-Jun-14,27611,26827,27653,26800,2.93%
18-Jun-14,26826,26787,26964,26690,-0.05%
17-Jun-14,26839,26775,26904,26550,0.03%
16-Jun-14,26831,26650,27035,26650,0.77%
13-Jun-14,26627,26362,26660,26321,1.13%
12-Jun-14,26330,26077,26360,25980,0.99%
11-Jun-14,26073,26189,26199,25956,-0.25%
10-Jun-14,26139,25984,26164,25951,0.60%
09-Jun-14,25982,25825,26010,25811,0.46%
06-Jun-14,25863,25936,25988,25755,-3.83%
05-Jun-14,26894,26615,26970,26511,0.96%
04-Jun-14,26639,26769,26799,26631,-0.36%
03-Jun-14,26735,26690,26875,26635,0.13%
02-Jun-14,26701,26830,26939,26655,-0.60%
30-May-14,26863,26816,26910,26709,0.12%
29-May-14,26830,26807,26945,26560,-0.01%
28-May-14,26834,26937,26970,26735,-0.46%
27-May-14,26958,27525,27525,26875,-1.91%
26-May-14,27483,27325,27500,27292,0.49%
23-May-14,27349,27295,27395,27155,0.40%
22-May-14,27241,27300,27520,27100,-0.48%
21-May-14,27373,28245,28277,27341,-2.88%
20-May-14,28186,28120,28245,28062,0.15%
19-May-14,28144,28050,28299,28030,0.20%
16-May-14,28089,28351,28351,28014,-1.12%
15-May-14,28408,28680,28686,28375,-1.03%
14-May-14,28704,28599,28749,28599,0.85%
13-May-14,28462,28590,28650,28432,-0.58%
12-May-14,28628,28474,28798,28350,0.36%
09-May-14,28525,28589,28648,28487,0.01%
08-May-14,28523,28555,28624,28452,0.01%
07-May-14,28520,28943,29036,28505,-1.27%
06-May-14,28887,28913,28959,28834,-0.17%
05-May-14,28935,28920,29039,28875,0.22%
02-May-14,28871,28597,28889,28420,1.02%
01-May-14,28580,28825,28825,28510,-1.06%
30-Apr-14,28887,28725,28972,28583,0.48%
29-Apr-14,28750,28902,28902,28691,-0.76%
28-Apr-14,28970,28980,29020,28875,0.25%
27-Apr-14,28898,28898,28898,28898,-0.02%
25-Apr-14,28905,28845,28965,28757,0.40%
23-Apr-14,28790,28645,28815,28645,0.67%
22-Apr-14,28599,28536,28678,28482,0.25%
21-Apr-14,28527,28425,28580,28282,-0.02%
19-Apr-14,28532,28532,28532,28532,0.09%
17-Apr-14,28505,28550,28617,28460,-0.29%
16-Apr-14,28589,28520,28657,28315,0.06%
15-Apr-14,28573,28850,28850,28200,-1.33%
14-Apr-14,28959,28845,28986,28843,0.71%
11-Apr-14,28756,28799,28844,28670,-0.09%
10-Apr-14,28781,28450,28814,28450,1.28%
09-Apr-14,28417,28475,28559,28353,-0.21%
08-Apr-14,28477,28398,28586,28397,0.53%
07-Apr-14,28326,28230,28360,28221,0.28%
05-Apr-14,28246,28246,28246,28246,-0.77%
04-Apr-14,28464,28435,28623,28361,0.10%
03-Apr-14,28435,28440,28550,28380,0.89%
02-Apr-14,28184,27923,28399,27861,0.37%
01-Apr-14,28080,28610,28615,28001,-1.60%
31-Mar-14,28536,28448,28790,28363,0.55%
28-Mar-14,28380,28360,28490,28119,-0.24%
27-Mar-14,28449,28557,28700,28290,-0.43%
26-Mar-14,28571,29050,29050,28380,-1.13%
25-Mar-14,28898,29110,29260,28863,-0.90%
24-Mar-14,29159,29700,29700,29121,-1.96%
21-Mar-14,29742,29757,29917,29696,-0.03%
20-Mar-14,29751,29930,29973,29721,-0.77%
19-Mar-14,29981,30211,30222,29926,-0.74%
18-Mar-14,30205,30350,30350,30112,-0.56%
17-Mar-14,30375,30560,30566,30352,-0.72%
14-Mar-14,30595,30585,30737,30452,0.15%
13-Mar-14,30549,30537,30575,30322,0.25%
12-Mar-14,30472,30280,30546,30280,0.74%
11-Mar-14,30247,30025,30335,29963,0.41%
10-Mar-14,30123,30063,30148,29956,-0.02%
07-Mar-14,30130,30202,30340,29930,-0.26%
06-Mar-14,30209,30082,30235,29900,0.17%
05-Mar-14,30158,30191,30318,30080,-0.01%
04-Mar-14,30160,30650,30650,30051,-1.54%
03-Mar-14,30631,30192,30660,30192,1.80%
28-Feb-14,30090,30026,30400,30026,0.00%
27-Feb-14,30089,30090,30185,30010,0.16%
26-Feb-14,30042,30240,30240,29883,-0.65%
25-Feb-14,30240,30035,30267,30035,0.40%
24-Feb-14,30120,29881,30174,29881,0.77%
21-Feb-14,29889,29865,29970,29772,0.02%
20-Feb-14,29882,29960,29980,29790,-0.50%
19-Feb-14,30031,30132,30150,29752,-0.64%
18-Feb-14,30224,30035,30260,29974,0.22%
17-Feb-14,30157,29445,30218,29384,2.66%
14-Feb-14,29375,29230,29425,29230,0.65%
13-Feb-14,29184,29120,29218,29062,0.18%
12-Feb-14,29132,29070,29160,29006,0.10%
11-Feb-14,29104,28980,29174,28980,0.58%
10-Feb-14,28935,28850,29009,28825,0.63%
07-Feb-14,28754,28730,28900,28683,0.36%
06-Feb-14,28650,28680,28940,28625,-8.67%
05-Feb-14,31370,29796,31468,29748,5.67%
04-Feb-14,29688,29701,29834,29600,-0.53%
03-Feb-14,29845,29500,29885,29399,1.30%
31-Jan-14,29462,29363,29584,29255,0.29%
30-Jan-14,29378,29789,29820,29353,-1.21%
29-Jan-14,29738,29450,29840,29346,0.74%
28-Jan-14,29521,29718,29718,29470,-0.93%
27-Jan-14,29798,29550,29849,29550,0.95%
24-Jan-14,29519,29270,29675,29252,0.56%
23-Jan-14,29355,29102,29389,28965,0.70%
22-Jan-14,29150,29208,29278,29121,-0.31%
21-Jan-14,29241,29238,29298,29130,-0.16%
20-Jan-14,29288,29288,29390,29261,0.08%
17-Jan-14,29265,29031,29310,28911,0.80%
16-Jan-14,29034,29049,29141,28953,0.05%
15-Jan-14,29019,29023,29074,28865,-0.26%
14-Jan-14,29096,29171,29314,29031,-0.40%
13-Jan-14,29212,29045,29232,29012,0.62%
10-Jan-14,29033,28878,29070,28811,0.59%
09-Jan-14,28862,28875,28912,28712,0.23%
08-Jan-14,28796,28766,28878,28671,-0.13%
07-Jan-14,28834,29001,29060,28802,-0.48%
06-Jan-14,28974,29213,29276,28890,-0.63%
04-Jan-14,29159,29159,29159,29159,0.00%
03-Jan-14,29159,29000,29242,28833,0.66%
02-Jan-14,28968,28490,28995,28490,1.94%
01-Jan-14,28418,28400,28490,28390,-0.01%
